Title	Translated Title	Variation of Title	Uniform Title	IBISWEB Catalog Link	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Call Number	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Nueva Gerona. Hotel Burnside																														chc0364000036		chc03640000360008001							140607816 Bytes	7636	6137	3992567001	RGB	8	600	chc03640000360008001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1855	1855	1856.jp2	/chc0364/image/1856.jp2
Brazo Fuerte. Residence of T.J. Keenan																														chc0364000036		chc03640000360009001							139637296 Bytes	7628	6101	2419358157	RGB	8	600	chc03640000360009001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1856	1856	1857.jp2	/chc0364/image/1857.jp2
Nueva Gerona. Sarda Homestead																														chc0364000036		chc03640000360010001							140229924 Bytes	7644	6114	3340282446	RGB	8	600	chc03640000360010001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1857	1857	1858.jp2	/chc0364/image/1858.jp2
Nueva Gerona. Court House																														chc0364000036		chc03640000360011001							140242100 Bytes	7656	6105	2218841754	RGB	8	600	chc03640000360011001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1858	1858	1859.jp2	/chc0364/image/1859.jp2
Nueva Gerona. Near the Casas Marble Mountains																														chc0364000036		chc03640000360012001							141050712 Bytes	7660	6137	3499767436	RGB	8	600	chc03640000360012001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1859	1859	1860.jp2	/chc0364/image/1860.jp2
Nueva Gerona. Casas River																														chc0364000036		chc03640000360013001							140104528 Bytes	6111	7641	2303734360	RGB	8	600	chc03640000360013001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1860	1860	1861.jp2	/chc0364/image/1861.jp2
Santa Fé. Hotel Santa Fé																														chc0364000036		chc03640000360014001							141162400 Bytes	7657	6144	1555382720	RGB	8	600	chc03640000360014001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1861	1861	1862.jp2	/chc0364/image/1862.jp2
Santa Fé. Old laurel tree with spread of 125 feet																														chc0364000036		chc03640000360015001							140691472 Bytes	7673	6111	2046274237	RGB	8	600	chc03640000360015001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1862	1862	1863.jp2	/chc0364/image/1863.jp2
Santa Fé. Bathhouse over famous Santa Rita Spring																														chc0364000036		chc03640000360016001							140899320 Bytes	7673	6120	634584493	RGB	8	600	chc03640000360016001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1863	1863	1864.jp2	/chc0364/image/1864.jp2
Santa Fé. "Quinta del Río"																														chc0364000036		chc03640000360017001							141075162 Bytes	7673	6127	187992969	RGB	8	600	chc03640000360017001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1864	1864	1865.jp2	/chc0364/image/1865.jp2
Santa Fé. "Vista Hermosa" residence of H.A. Christy																														chc0364000036		chc03640000360018001							140935236 Bytes	7665	6128	2323697057	RGB	8	600	chc03640000360018001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1865	1865	1866.jp2	/chc0364/image/1866.jp2
A cluster of Grapefruit. Vista Hermosa Grove																														chc0364000036		chc03640000360019001							141795984 Bytes	6127	7713	3218355653	RGB	8	600	chc03640000360019001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1866	1866	1867.jp2	/chc0364/image/1867.jp2
Santa Fé. Residence of W. Forrest Nelson																														chc0364000036		chc03640000360020001							140799512 Bytes	7689	6103	3710235968	RGB	8	600	chc03640000360020001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1867	1867	1868.jp2	/chc0364/image/1868.jp2
Santa Fé. Royal Palm Avenue on the famous Cayo Bonito Estate. Property of W.C. Schultz																														chc0364000036		chc03640000360021001							139994032 Bytes	6119	7625	239371553	RGB	8	600	chc03640000360021001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1868	1868	1869.jp2	/chc0364/image/1869.jp2
Santa Fé. View of the famous General Weyler Spring. W.C. Schultz, owner																														chc0364000036		chc03640000360022001							139627856 Bytes	6103	7625	3629182829	RGB	8	600	chc03640000360022001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1869	1869	1870.jp2	/chc0364/image/1870.jp2
Santa Fé. W.C. Schultz's five year old grapefruit grove																														chc0364000036		chc03640000360023001							140506944 Bytes	7633	6135	2052880584	RGB	8	600	chc03640000360023001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1870	1870	1871.jp2	/chc0364/image/1871.jp2
Santa Fé. Picking grapefruit in Villa Aurora Grove. Property of Robert Irwin Wall																														chc0364000036		chc03640000360024001							141298828 Bytes	7681	6131	2115839206	RGB	8	600	chc03640000360024001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1871	1871	1872.jp2	/chc0364/image/1872.jp2
Santa Fé. Porte cochere of Villa Aurora. Residence of R.I. Wall																														chc0364000036		chc03640000360025001							141543484 Bytes	6148	7673	3592460349	RGB	8	600	chc03640000360025001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1872	1872	1873.jp2	/chc0364/image/1873.jp2
Santa Fé. Secretary of State W.J. Bryan delivering address at Santa Fé Fair. February 11, 1913																														chc0364000036		chc03640000360026001							140476500 Bytes	7665	6108	23680305	RGB	8	600	chc03640000360026001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1873	1873	1874.jp2	/chc0364/image/1874.jp2
Santa Fé. Digging trees in the famous La Ceiba Nurseries																														chc0364000036		chc03640000360027001							141073368 Bytes	7665	6134	3988152795	RGB	8	600	chc03640000360027001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1874	1874	1875.jp2	/chc0364/image/1875.jp2
Santa Anna. Pineapple field																														chc0364000036		chc03640000360028001							140664028 Bytes	7664	6117	3298251685	RGB	8	600	chc03640000360028001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1875	1875	1876.jp2	/chc0364/image/1876.jp2
Las Tunis. Pass through the hills. Property of W.M.R. Hill and Company																														chc0364000036		chc03640000360029001							140173608 Bytes	6102	7656	2765349221	RGB	8	600	chc03640000360029001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1876	1876	1877.jp2	/chc0364/image/1877.jp2
San Pedro. Residence of Fred M. Hammond																														chc0364000036		chc03640000360030001							140457092 Bytes	7644	6124	1174151234	RGB	8	600	chc03640000360030001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1877	1877	1878.jp2	/chc0364/image/1878.jp2
San Pedro. Hotel San Pedro																														chc0364000036		chc03640000360031001							140053660 Bytes	7652	6100	3028756274	RGB	8	600	chc03640000360031001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1878	1878	1879.jp2	/chc0364/image/1879.jp2
El Hospital. Palms and Palmettos. The Isle of Pines Land Company, owner																														chc0364000036		chc03640000360032001							140788264 Bytes	7652	6132	3694824881	RGB	8	600	chc03640000360032001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1879	1879	1880.jp2	/chc0364/image/1880.jp2
San Pedro. Ford on the San Pedro River																														chc0364000036		chc03640000360033001							139356984 Bytes	7644	6076	378391632	RGB	8	600	chc03640000360033001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1880	1880	1881.jp2	/chc0364/image/1881.jp2
Cañada. Mango grove at foot of Cañada Mountains																														chc0364000036		chc03640000360034001							139432456 Bytes	6092	7628	3989641998	RGB	8	600	chc03640000360034001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1881	1881	1882.jp2	/chc0364/image/1882.jp2
Los Indios. A banana grove																														chc0364000036		chc03640000360035001							141303940 Bytes	6148	7660	1941268327	RGB	8	600	chc03640000360035001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1882	1882	1883.jp2	/chc0364/image/1883.jp2
Los Indios. Launch Cañada on moonlight trip																														chc0364000036		chc03640000360036001							141155532 Bytes	7652	6148	3224527379	RGB	8	600	chc03640000360036001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1883	1883	1884.jp2	/chc0364/image/1884.jp2
Siguanea. Moonlight on Siguanea Bay																														chc0364000036		chc03640000360037001							140912056 Bytes	7660	6131	69903465	RGB	8	600	chc03640000360037001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1884	1884	1885.jp2	/chc0364/image/1885.jp2
Siguanea. Andorra Inn																														chc0364000036		chc03640000360038001							141206580 Bytes	7676	6131	708425525	RGB	8	600	chc03640000360038001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1885	1885	1886.jp2	/chc0364/image/1886.jp2
San Juan. Native Homestead																														chc0364000036		chc03640000360039001							140921104 Bytes	7653	6137	467968709	RGB	8	600	chc03640000360039001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1886	1886	1887.jp2	/chc0364/image/1887.jp2
Columbia. Automobiling on the calzada																														chc0364000036		chc03640000360040001							140595908 Bytes	7644	6130	1289112011	RGB	8	600	chc03640000360040001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1887	1887	1888.jp2	/chc0364/image/1888.jp2
Vivajagua. "Casa del Mar" residence of John F. Atcheson																														chc0364000036		chc03640000360041001							140022524 Bytes	7644	6105	4071952826	RGB	8	600	chc03640000360041001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1888	1888	1889.jp2	/chc0364/image/1889.jp2
Vivajagua. Mountain Inn																														chc0364000036		chc03640000360042001							140659772 Bytes	7660	6120	3478437343	RGB	8	600	chc03640000360042001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1889	1889	1890.jp2	/chc0364/image/1890.jp2
San Francisco Heights. The Pine Ridge Country Club																														chc0364000036		chc03640000360043001							140526180 Bytes	7636	6133	3047384099	RGB	8	600	chc03640000360043001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1890	1890	1891.jp2	/chc0364/image/1891.jp2
San Francisco Heights. Sunken Gardens at Rine Ridge Country Club																														chc0364000036		chc03640000360044001							140058144 Bytes	7621	6125	3870007968	RGB	8	600	chc03640000360044001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1891	1891	1892.jp2	/chc0364/image/1892.jp2
San Francisco Heights. Section of a hundred acre citrus fruit grove																														chc0364000036		chc03640000360045001							140921540 Bytes	7668	6125	3535993337	RGB	8	600	chc03640000360045001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1892	1892	1893.jp2	/chc0364/image/1893.jp2
Santa Barbara. Santa Barbara Nursery. Starr S. Keller, owner																														chc0364000036		chc03640000360046001							140774028 Bytes	7660	6125	2811001680	RGB	8	600	chc03640000360046001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1893	1893	1894.jp2	/chc0364/image/1894.jp2
Santa Barbara. Grapefruit Grove. Kopf Nursery and Realty Company Inc.																														chc0364000036		chc03640000360047001							141270960 Bytes	7672	6137	1856757063	RGB	8	600	chc03640000360047001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1894	1894	1895.jp2	/chc0364/image/1895.jp2
Santa Barbara. Pineapple field																														chc0364000036		chc03640000360048001							140940392 Bytes	7664	6129	149123094	RGB	8	600	chc03640000360048001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1895	1895	1896.jp2	/chc0364/image/1896.jp2
Santa Barbara. Residence of Heil J. Ryder																														chc0364000036		chc03640000360049001							138777728 Bytes	7616	6073	3206951675	RGB	8	600	chc03640000360049001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1896	1896	1897.jp2	/chc0364/image/1897.jp2
Santa Barbara. Santa Barbara Inn																														chc0364000036		chc03640000360050001							140681736 Bytes	7640	6137	2405934027	RGB	8	600	chc03640000360050001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1897	1897	1898.jp2	/chc0364/image/1898.jp2
Santa Barbara. Callejon River																														chc0364000036		chc03640000360051001							140972092 Bytes	6136	7657	2004575478	RGB	8	600	chc03640000360051001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1898	1898	1899.jp2	/chc0364/image/1899.jp2
Santa Barbara. Reflections on the Callejon River																														chc0364000036		chc03640000360052001							141252848 Bytes	7681	6129	3668249216	RGB	8	600	chc03640000360052001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1899	1899	1900.jp2	/chc0364/image/1900.jp2
Page 53																														chc0364000036		chc03640000360053001							34320200 Bytes	3800	3008	4187033723	RGB	8	240	chc03640000360053001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1900	1900	1901.jp2	/chc0364/image/1901.jp2
Page 54																														chc0364000036		chc03640000360054001							41706916 Bytes	4566	3042	4245669745	RGB	8	240	chc03640000360054001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1901	1901	1902.jp2	/chc0364/image/1902.jp2
The Isle of Pines				http://catalog.library.miami.edu/record=b3115514~S7				Title from upper wrapper. Photographs, mounted on both recto and verso of each leaf.  "Copyright, 1913, by Wm. H. Wark, Obispo 70, Havana, Cuba"--Upper inner wrapper	Isla de Pinos (Cuba) -- Pictorial works	Viewbooks	Brooklyn, N.Y. : Albertype Co., c1913	1913	1910-1920	Isla de Pinos (Cuba)	CHC Viewbooks Collection 0364 no. 061	1 volume, 54 pages (includes 4 cover pages); 27 x 33 cm	eng; spa	University of Miami Libraries. Cuban Heritage Collection	CHC Viewbooks Collection	CHC0364		Box No. 5; Folder No. 61				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc0364000036																		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1902	1902	1903.cpd	/chc0364/image/1903.cpd
Page 1																														chc0364000028		chc03640000280001001							58145044 Bytes	5340	3628	2258398137	RGB	8	600	chc03640000280001001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1903	1903	1904.jp2	/chc0364/image/1904.jp2
Page 2																														chc0364000028		chc03640000280002001							56919512 Bytes	5286	3588	1604294435	RGB	8	600	chc03640000280002001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1904	1904	1905.jp2	/chc0364/image/1905.jp2
Barrio de Tallapiedra, Ensenada de Atarés, Parte sur de La Habana y Vista de Casablanca	Quarter of Tallapiedra, Creek of Atarés, The south of Havana, and View of Casablanca																													chc0364000028		chc03640000280003001							59852464 Bytes	3702	5387	1409727351	RGB	8	600	chc03640000280003001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1905	1905	1906.jp2	/chc0364/image/1906.jp2
Almacenes de Regla, Vendedor de frutas, Paisaje en los alrededores de La Habana y Muelle de Caballería	The Piers of Regla, Fruit seller, Landscape in the environs of Havana, and Quay of Caballería																													chc0364000028		chc03640000280004001							58783580 Bytes	3648	5369	2062050495	RGB	8	600	chc03640000280004001.tif		2011-12-21	2011-12-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0364/id/1906	1906	1907.jp2	/chc0364/image/1907.jp2
