Title	Translated Title	Creator	Recipient	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Web Site	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Negotiation of Kendal Grove sale to Merrick		Ingraham, J. E. (James E.)	Pepper, Frank J., b. 1880; Potter, Burr S.	Model Land Company president James Ingraham writes to sales agents Frank Pepper and Burr Potter that County Commissioner John Hinson and George Merrick are discussing sale of the Kendal Grove property.		Land use; Hinson, John J., d. ca. 1929; Merrick, George E.	Commercial correspondence		1921-06-01	1921		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 32, Folder Title: Deed Kendall, 1915-1922 (Special file 971).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002540001001	image/tiff	10606.502 KB	5092	6613	0xE466EB9E	RGB	24-bit depth	600 dpi	asm00750002540001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1131	1131	1134.jp2	/asm0075/image/1134.jp2
Letter from Frederick Morse to Thomas Brewer, November 23, 1912		Morse, Frederick S., 1859-1920	Brewer, Thomas	Model Land Company sales agent Frederick Morse replies to a letter from Dade County Commissioner Thomas Brewer inquiring about purchasing a rock pit. Morse provides information about tracts available for purchase.		Land use	Commercial correspondence		1912-11-23	1912	Florida. Miami-Dade county.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000860001001	image/tiff	10996.253 KB	5152	6688	0x3403B1F0	RGB	24-bit depth	600 dpi	asm00750000860001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1132	1132	996.jp2	/asm0075/image/996.jp2
Perrine Grant Land Company correspondence: Ingraham to Morse		Ingraham, James Edmundson, 1850-1924	Morse, Frederick S., 1859-1920	Letter from J. E. Ingraham to Frederick S. Morse, February 19, 1913, about Mr. Wietzer, who was interested in purchasing Perrine Land Grant Company lands.		Land use	Commercial correspondence		1913-02-19-1913-02-19	1913	Florida. Miami-Dade county. Perrine.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000270001001	image/tiff	32748.625 KB	4769	6277	0x8802CEF7	RGB	24-bit depth	600 dpi	asm00750000270001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1133	1133	949.jp2	/asm0075/image/949.jp2
Letter from Frederick Morse to J.E. Ingraham, February 14, 1911, regarding sale of land to Burkhart		Morse, Frederick S., 1859-1920	Ingraham, J. E. (James E.)	Model Land Company sales agent Frederick Morse writes to Company vice-president James Ingraham about Dr. W. S. Burkhart of Cincinnati, Ohio, who wishes to buy land in Perrine, and requests instructions for the sales price.		Land use; Burkhart, W. S.	Commercial correspondence		1911-02-14	1911	Florida. Miami-Dade county. Perrine.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 3, Folder Title: Assigned contract: 11-56-39, 1912 (Special file 81).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001240001001	image/tiff	14078.577 KB	5137	6598	0x2CEF7501	RGB	24-bit depth	600 dpi	asm00750001240001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1134	1134	1031.jp2	/asm0075/image/1031.jp2
Handwritten receipt for timber cut for the Model Land Company		Carpenter, D. N.	Model Land Company	Handwritten receipt and figures for timber cut for the Model Land Company by D. N. Carpenter.		Land use	Forms (Documents)		1914-04-04	1914		1 handwritten document			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Timber permit, 1913-1918 (Special file 188).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001900001001	image/tiff	9575.077 KB	5152	5035	0xFD598983	RGB	24-bit depth	600 dpi	asm00750001900001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1135	1135	1088.jp2	/asm0075/image/1088.jp2
Letter from Frederick Morse to J.E. Ingraham, November 29, 1913, concerning purchase of Perrine lands from Paddock and Caddagan		Morse, Frederick S., 1859-1920	Ingraham, J. E. (James E.)			Land use	Commercial correspondence		1913-11-29	1913		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Purchase: 11-55-40 for Kendal Grove, 1913 (Special file 184).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001870001001	image/tiff	13945.996 KB	5122	6688	0x8BB55CE2	RGB	24-bit depth	600 dpi	asm00750001870001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1136	1136	1085.jp2	/asm0075/image/1085.jp2
Trespassing on Model Land Company lands: Ingraham to Morse, January 16, 1912		Ingraham, James Edmundson, 1850-1924	Morse, Frederick S., 1859-1920	Letter from Florida East Coast Railway Vice-President J. E. Ingraham to Mr. Frederick S. Morse of Miami, January 16, 1912: "Dear Sir, I have your favor of the 13th., inst., with letter from Mr. J. W. Johnson of Hallandale attached. If you will have him return contract #0345 we will alter the description of the land therein, and return it to you for delivery."		Land use	Commercial correspondence		1912	1912		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 4, Folder Title: Trespasser file, 1912 (Special file 121).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000090001001	image/tiff	38037.779 KB	4809	6317	0xABE73864	RGB	24-bit depth	600 dpi	asm00750000090001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1137	1137	931.jp2	/asm0075/image/931.jp2
Trespassing on Model Land Company lands: Morse to Johnson, April 6, 1912		Morse, Frederick S., 1859-1920	Johnson, J. W.	Letter to J. W. Johnson, April 6, 1912: "We would like to hear from you in regard to payment on the E1/2 of SE1/4 of SE1/4 of SW1/4 Sec. 28-51-42 on which you are at present trespassing. The price of this land is $35.00 per acre and you should send us check for one-half that amount, balance payable in one year at 6% interest."		Land use	Commercial correspondence		1912	1912	Florida.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 4, Folder Title: Trespasser file, 1912 (Special file 121).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000150001001	image/tiff	49597.1 KB	5009	6557	0xEFD1539C	RGB	24-bit depth	600 dpi	asm00750000150001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1138	1138	937.jp2	/asm0075/image/937.jp2
Letter from Morse to Ingraham, February 24, 1914, re road construction		Morse, Frederick S., 1859-1920	Ingraham, James Edmundson, 1850-1924	Model Land Company sales agent Frederick Morse writes to vice-president J. E. Ingraham about a Mr. W.A. Goodburn of Miami, who wishes the Company to contribute to the cost of road construction in his neighborhood.		Roads	Commercial correspondence		1914-02-24	1914	Florida. Miami-Dade county.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 6, Folder Title: Road construction: Miami, 1914 (Special file 212).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002030001001	image/tiff	13672.402 KB	5092	6628	0x5853EB24	RGB	24-bit depth	600 dpi	asm00750002030001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1139	1139	1101.jp2	/asm0075/image/1101.jp2
Letter from Frederick S. Morse to James E. Ingraham, March 18, 1912, concerning trespassers		Morse, Frederick S., 1859-1920	Ingraham, J. E. (James E.)	Morse informs Ingraham that "Geo. M. Robbins, Esq., has been here, and although he is not in the best of health, he is ready to look after our trespassers. Therefore, I want to push the work in rounding them up from now on, beginning at the south end and working through north to Pompano. I have arranged with Mr. Robbins that if I cannot succeed in making them pay for the land or vacate it, that I will have him write a letter, and if this letter does not work for him to bring suit against them."		Land use; Robbins, George M.	Commercial correspondence		1912-03-18	1912		1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 1, Folder Title: Squatters, 1911 (Special file 25).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000600001001	image/tiff	14829.827 KB	5122	6613	0x98119DF0	RGB	24-bit depth	600 dpi	asm00750000600001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1140	1140	972.jp2	/asm0075/image/972.jp2
Lease agreement between Hardee and Model Land Company		Model Land Company	Hardee, M. C.	Lease agreement between Captain M. C. Hardee and Model Land Company for a Homestead lot.		Land use	Forms (Documents)		1926-11-01	1926	Florida. Miami-Dade County. Homestead.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 46, Folder Title: Packing house lot at Homestead (Special File 1445).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002740001001	image/tiff	14768.835 KB	5245	8547	0x349065F5	RGB	24-bit depth	600 dpi	asm00750002740001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1141	1141	1146.jp2	/asm0075/image/1146.jp2
Letter from R. H. Martin to Frank Pepper, August 23, 1917		Martin, R. H.	Pepper, Frank J., b. 1880	Valuation engineer R.H. Martin of the Florida East Coast Railway Company writes to Model Land Company sales agent Frank Pepper concerning the deed assigning Jackson and Mary Peacock's Coconut Grove property to the Railway.		Land use; Florida East Coast Railway; Peacock, Mary Elizabeth Rink, 1879-1965; Peacock, Jackson, 1872-1925	Commercial correspondence		1917-08-23	1917	Florida. Miami-Dade county. Miami. Coconut Grove.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Right-of-way: Coconut Grove, 1913-1917. (Special file 177).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001660001001	image/tiff	9969.471 KB	4897	6403	0x46AAC61C	RGB	24-bit depth	600 dpi	asm00750001660001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1142	1142	1067.jp2	/asm0075/image/1067.jp2
Letter from Livingston to Pepper and Potter, January 7, 1924, concerning property leased to Hardee		Livingston, A. R.	Pepper, Frank J., b. 1880; Potter, Burr S.	A. R. Livingston, vice-president of the Redlands Investment Company, writes to Model Land Company sales agents Frank Pepper and Burr Potter with a preliminary description of the property they leased to Captain M. C. Hardee.		Land use	Commercial correspondence		1924-01-07	1924	Florida. Miami-Dade County. Homestead.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 46, Folder Title: Packing house lot at Homestead (Special File 1445).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750002750001001	image/tiff	11952.488 KB	5197	6748	0xB445A336	RGB	24-bit depth	600 dpi	asm00750002750001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1143	1143	1147.jp2	/asm0075/image/1147.jp2
Letter from Sidney Harrison to Frederick Morse, October 17, 1913		Harrison, Sidney	Morse, Frederick S., 1859-1920	Model Land Company secretary Sidney Harrison informs sales agent Frederick Morse that their business concerning road construction in Goulds must wait.		Land use; Roads	Commercial correspondence		1913-10-17	1913	Florida. Miami-Dade county. Goulds.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 5, Folder Title: Road construction: Goulds, 1913-1914. (Special file 179).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750001750001001	image/tiff	9984.386 KB	4897	6418	0xBFD3DB5F	RGB	24-bit depth	600 dpi	asm00750001750001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1144	1144	1075.jp2	/asm0075/image/1075.jp2
Letter from Frederick Morse to J.E. Ingraham, October 26, 1911		Ingraham, J. E. (James E.)	Morse, Frederick S., 1859-1920	Model Land Company sales agent Frederick Morse explains to President J.E. Ingraham that the Company does own the rock pit site which the Dade County Board of Commissioners sought to purchase and recommends they sell it at $20 per acre.		Land use	Commercial correspondence		1911-10-26	1911	Florida. Miami-Dade county.	1 typewritten leaf			University of Miami Libraries, Special Collections	Model Land Company Records	ASM0075	Series:  I Special Files	Box No.: 2, Folder Title: Deeds: to Board of County Commissioners of Dade County for rock pits, 1911-1917 (Special file 52).						http://merrick.library.miami.edu/digitalprojects/copyright.html		Text					asm00750000790001001	image/tiff	14848.309 KB	5152	6673	0x23B26CB9	RGB	24-bit depth	600 dpi	asm00750000790001001.tif		2008-05-19	2010-09-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0075/id/1145	1145	989.jp2	/asm0075/image/989.jp2
