Título	Translated Title	Creator	Sender	Contributors	Recipient	Resumen	Summary	Nota	Note	Tema	Subject	Género	Genre	Publisher	Date	Time Period	Geographic Subject	Geo Point	Geo Box	Descripción Física	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Upload ID	Type	Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Carta de Asencio Amescaray al gobernador civil de Matanzas en relación al traslado del patrocinado Federico Lombal hacia la ciudad de Cimarrones, 7 de marzo de 1883	Letter from Asencio Amescaray to the governor of Matanzas regarding the transfer of the patrocinado Federico Lombal to the city of Cimarrones, March 7, 1883		Amescaray, Asencio; Jovellanos (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Governor			El patrocinado Federico Lombal estaba detenido en el Depósito Municipal en la provincia de Santa Clara. Este caso se había también documentado en la caja 1, carpetas 52, 58 y 59.1.	Patrocinado Federico Lombal had been detained at the Depósito Municipal in the province of Santa Clara. Case is also documented in box 1, folders 52, 58, and 59.1.	Lombal, Federico; Esclavos fugitivos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Ingenio Conformidad (Matanzas, Cuba); Jovellanos (Cuba). Alcaldía Municipal; Santa Clara (Cuba : Provincia). Depósito de Cimarrones; Santa Clara (Cuba : Provincia). Gobernador	Lombal, Federico; Fugitive slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Ingenio Conformidad (Matanzas, Cuba); Jovellanos (Cuba). Alcaldía Municipal; Santa Clara (Cuba : Province). Depósito de Cimarrones; Santa Clara (Cuba : Province). Governor	manuscritos; correspondencia	manuscripts (document genre); correspondence		1883-03-07	1880-1890	Jovellanos (Cuba)	east=22.80444; north=-81.19444; name=http://www.geonames.org/3555907/jovellanos.html		1 página; 21.7 x 32.5 cm	1 page; 21.7 x 32.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 59; Folder Title: 1883 March 12				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000061	chc52980000610001001		Text	image/tiff					62647032 Bytes	4005	5212	1298085469	RGB	8	600	chc52980000610001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/643	643	14.jp2	/chc5298/image/14.jp2
Carta del alcalde interino de Lagunillas en relación a una solicitud hecha por la patrocinada Juliana Torres en su jurisdicción, 19 de marzo de 1882	Interim mayor of Lagunillas letter regarding a petition made in his jurisdiction by the patrocinada Juliana Torres, March 19, 1882		Puclepalat, Ramón; Lagunillas (Cuba). Alcaldía Municipal		Matanzas (Cuba : Province). Junta Provincial de Patronato			Lagunillas es actualmente conocido como Méndez Capote.	Lagunillas is now known as Méndez Capote.	Mujeres esclavas -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Lagunillas (Cuba). Alcaldía Municipal; Matanzas (Cuba : Provincia). Junta Provincial de Patronato	Women slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Lagunillas (Cuba). Alcaldía Municipal; Matanzas (Cuba : Province). Junta Provincial de Patronato	manuscritos; correspondencia	manuscripts (document genre); correspondence		1882-03-19	1880-1890	Méndez Capote (Cuba)	east=22.95083; north=-81.20972; name=http://www.geonames.org/3553490/mendez-capote.html		1 hoja; 21.2 x 31 cm	1 leaf; 21.2 x 31 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 38; Folder Title: 1882 March 23				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000040	chc52980000400001001		Text	image/tiff					58080380 Bytes	3779	5121	3471281535	RGB	8	600	chc52980000400001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/644	644	19.jp2	/chc5298/image/19.jp2
Carta de Manuel Fuentes al gobernador civil de Matanzas referente a un informe de ex patrocinados del municipio de Sabanilla del Encomendador, 18 de diciembre 1886	Manuel Fuentes letter to the governor of Matanzas regarding a table reporting former patrocinados from the municipality of Sabanilla del Encomendador, December 18, 1886		Fuentes, Manuel; Sabanilla del Encomendador (Cuba). Alcaldía Municipal					Sabanilla del Encomendador, pueblo localizado en el municipio de Unión de Reyes, es actualmente conocido como Juan Gualberto Gómez.	Located in the municipality of Unión de Reyes, Sabanilla del Encomendador is now known as Juan Gualberto Gómez.	Libertos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Sabanilla del Encomendador (Cuba). Alcaldía Municipal	Freedmen -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Sabanilla del Encomendador (Cuba). Alcaldía Municipal	manuscritos; correspondencia;	manuscripts (document genre); correspondence;		1886-12-18	1880-1890	Juan Gualberto Gómez (Cuba)	east=22.8625; north=-81.54917; name=http://www.geonames.org/3555836/juan-gualberto-gomez.html		1 página; 22.1 x 33.2 cm	1 page; 22.1 x 33.2 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 2; Folder No. 60; Folder Title: 1886 December 19				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000134	chc52980001340001001		Text	image/tiff					64367372 Bytes	4021	5334	1110457721	RGB	8	600	chc52980001340001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/645	645	2.jp2	/chc5298/image/2.jp2
Informe de patrocinados del municipio de Jovellanos que se fugaron en abril de 1881	Table reporting patrocinados from the municipality of Jovellanos who had fled during April 1881	Jovellanos (Cuba). Junta Local de Patronato								Esclavos fugitivos -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Jovellanos (Cuba). Junta Local de Patronato	Fugitive slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Jovellanos (Cuba). Junta Local de Patronato	manuscritos; tablas (documento)	manuscripts (document genre); tables (documents)		1881-04-30	1880-1890	Jovellanos (Cuba)	east=22.80444; north=-81.19444; name=http://www.geonames.org/3555907/jovellanos.html		1 lámina; 31.5 x 44 cm	1 sheet; 31.5 x 44 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 3; Folder No. 4; Folder Title: 1882 April 30				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000144	chc52980001440001001		Text	image/tiff					243328344 Bytes	10530	7702	76718252	RGB	8	600	chc52980001440001001.tif		2013-04-05	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/646	646	21.jp2	/chc5298/image/21.jp2
Carta que resume y explica la petición hecha por la patrocinada Luisa Criolla para terminar un contrato de cuatro años de trabajo y pagar su libertad, 31 de enero de 1883	Letter summarizing the case of the patrocinada Luisa Criolla, who had petitioned to terminate a four-year contract and purchase her freedom, January 31, 1883		Dirube y Cabrera, José; Lagunillas (Cuba). Alcaldía Municipal		Matanzas (Cuba : Province). Governor										1883-01-31	1880-1890																				chc5298000055	chc52980000550001001								62574716 Bytes	3985	5232	2021437285	RGB	8	600	chc52980000550001001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/647	647	648.jp2	/chc5298/image/648.jp2
Primera carta, página 2	First letter, page 2																																			chc5298000055	chc52980000550002001								62263972 Bytes	3966	5231	3345470176	RGB	8	600	chc52980000550002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/648	648	649.jp2	/chc5298/image/649.jp2
Primera carta, página 3	First letter, page 3																																			chc5298000055	chc52980000550003001								62782848 Bytes	3996	5235	538187502	RGB	8	600	chc52980000550003001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/649	649	650.jp2	/chc5298/image/650.jp2
Primera carta, página 4	First letter, page 4																																			chc5298000055	chc52980000550004001								62789056 Bytes	3988	5246	3686269155	RGB	8	600	chc52980000550004001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/650	650	651.jp2	/chc5298/image/651.jp2
Primera carta, página 5	First letter, page 5																																			chc5298000055	chc52980000550005001								63218608 Bytes	4024	5235	463910650	RGB	8	600	chc52980000550005001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/651	651	652.jp2	/chc5298/image/652.jp2
Carta dirigida al alcalde de Lagunillas con instrucciones para que proceda con el caso de la patrocinada Luisa Criolla según la Ley de Patronato, 1 de febrero de 1883	Letter addressed to the mayor of Lagunillas with instructions to proceed with the case of the patrocinada Luisa Criolla in accordance with the Law of Patronato, February 1, 1883		Matanzas (Cuba : Province). Governor		Dirube y Cabrera, José; Lagunillas (Cuba). Alcaldía Municipal										1883-02-01	1880-1890																				chc5298000055	chc52980000550006001								59153712 Bytes	3845	5126	1781304434	RGB	8	600	chc52980000550006001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/652	652	653.jp2	/chc5298/image/653.jp2
Cartas relacionadas a la petición hecha por la patrocinada Luisa Criolla para terminar un contrato de cuatro años con su patrono Antonio Armona Armenteros, enero-febrero de 1883	Letters regarding the case of the patrocinada Luisa Criolla, in which she petitions to terminate a four-year contract with her patrono Antonio Armona Armenteros, January-February 1883							Luisa Criolla había sido una patrocinada de Antonio Armona Armenteros, pero se encontraba trabajando para el mediante un contrato.	Luisa Criolla had been a patrocinada of Antonio Armona Armenteros, but was now working under contract.	Mujeres esclavas -- Cuba -- Matanzas (Provincia); Patrocinados -- Cuba -- Matanzas (Provincia); Mano de obra contratada -- Cuba -- Matanzas (Provincia); Documentos de esclavos -- Cuba; Esclavos -- Emancipación -- Cuba; Esclavitud -- Cuba; Ingenio Mercedes (Lagunillas, Cuba); Lagunillas (Cuba). Alcaldía Municipal; Matanzas (Cuba : Provincia). Gobernador	Women slaves -- Cuba -- Matanzas (Province); Patrocinados -- Cuba -- Matanzas (Province); Contract labor -- Cuba -- Matanzas (Province); Slave records -- Cuba; Slaves -- Emancipation -- Cuba; Slavery -- Cuba; Ingenio Mercedes (Lagunillas, Cuba); Lagunillas (Cuba). Alcaldía Municipal; Matanzas (Cuba : Province). Governor	manuscritos; correspondencia	manuscripts (document genre); correspondence		1883	1880-1890	Méndez Capote (Cuba)	east=22.95083; north=-81.20972; name=http://www.geonames.org/3553490/mendez-capote.html		4 páginas, 2 hojas; 21.6 x 32.7 cm	4 pages, 2 leaves; 21.6 x 32.7 cm	spa		University of Miami Libraries. Cuban Heritage Collection	Junta Provincial de Patronato de Matanzas Records	CHC5298		Box No. 1; Folder No. 53; Folder Title: 1883 February 1				axr			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc5298000055			Text	image/tiff														2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/653	653	654.cpd	/chc5298/supp/653/index.pdf
Documento con nombres de candidatos a cargos vacantes en la Junta Local de Patronato de Jovellanos, 20 de octubre de 1885	Document with names of candidates for open positions in the Junta Local de Patronato de Jovellanos	Alamo, Miguel; Jovellanos (Cuba). Junta Local de Patronato													1885-10-20	1880-1890																				chc5298000095	chc52980000950001001								120078036 Bytes	5292	7562	4069619125	RGB	8	600	chc52980000950001001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/654	654	655.jp2	/chc5298/image/655.jp2
Documento con nombres de candidatos a cargos vacantes en la Junta Local de Patronato de Jovellanos, 20 de octubre 1885 (copia)	Document with names of candidates for open positions in the Junta Local de Patronato de Jovellanos (copy)	Alamo, Miguel; Jovellanos (Cuba). Junta Local de Patronato													1885-10-20	1880-1890																				chc5298000095	chc52980000950002001								120139428 Bytes	5301	7553	1945261555	RGB	8	600	chc52980000950002001.tif		2013-07-27	2013-07-27	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/655	655	656.jp2	/chc5298/image/656.jp2
Carta en relación a los cargos vacantes en la Junta Local de Patronato de Jovellanos, 22 de octubre de 1885	Letter regarding the open positions in the Junta Local de Patronato de Jovellanos, October 22, 1885				Jovellanos (Cuba). Junta Local de Patronato										1885-10-22	1880-1890																				chc5298000095	chc52980000950003001								62655424 Bytes	3984	5240	3232029272	RGB	8	600	chc52980000950003001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/656	656	657.jp2	/chc5298/image/657.jp2
Primera carta, página 2	First letter, page 2																																			chc5298000095	chc52980000950004001								62946940 Bytes	3985	5263	2236621253	RGB	8	600	chc52980000950004001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/657	657	658.jp2	/chc5298/image/658.jp2
Carta de Miguel Alamo explicando la causa de los cargos vacantes y proponiendo candidatos a las mismas, 20 de octubre de 1885	Miguel Alamo letter explaining the reason for the open positions and proposing candidates, October 20, 1885		Alamo, Miguel; Jovellanos (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Governor										1885-10-20	1880-1890																				chc5298000095	chc52980000950005001								62927164 Bytes	3990	5255	3776116723	RGB	8	600	chc52980000950005001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/658	658	659.jp2	/chc5298/image/659.jp2
Segunda carta, página 2	Second letter, page 2																																			chc5298000095	chc52980000950006001								62811864 Bytes	3982	5256	3064829213	RGB	8	600	chc52980000950006001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/659	659	660.jp2	/chc5298/image/660.jp2
Carta para informar los nombramientos a los cargos vacantes en la Junta Local de Patronato de Jovellanos, 23 de octubre de 1885	Letter announcing the appointments to the open positions in the Junta Local de Patronato de Jovellanos, October 23, 1885		Jovellanos (Cuba). Junta Local de Patronato		Matanzas (Cuba : Province). Governor			Asencio Amezcaray Ynchaurraga fue nombrado para el puesto de tercer vocal; Vicente Sierra Ríos y Raimundo Portilla La Campa para los puestos de primer y tercer suplente, respectivamente.	Asencio Amezcaray Ynchaurraga was named to the position of third member; Vicente Sierra Ríos and Raimundo Portilla La Campa to the positions of first and third alternates, respectively.						1885-10-23	1880-1890																				chc5298000095	chc52980000950007001								61837676 Bytes	3960	5203	805981830	RGB	8	600	chc52980000950007001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/660	660	661.jp2	/chc5298/image/661.jp2
Tercera carta, página 2	Third letter, page 2																																			chc5298000095	chc52980000950008001								62033488 Bytes	3968	5209	3486691221	RGB	8	600	chc52980000950008001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/661	661	662.jp2	/chc5298/image/662.jp2
Carta que certifica la aprobación de los candidatos para los puestos vacantes en la Junta Local de Patronato de Jovellanos, 28 de octubre de 1885	Letter certifying the approval of the candidates for the open positions in the Junta Local de Patronato de Jovellanos, October 28, 1885		Matanzas (Cuba : Province). Gobierno General		Matanzas (Cuba : Province). Governor										1885-10-28	1880-1890																				chc5298000095	chc52980000950009001								63693056 Bytes	4021	5278	3786748327	RGB	8	600	chc52980000950009001.tif		2013-07-28	2013-07-28	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5298/id/662	662	663.jp2	/chc5298/image/663.jp2
