Title	Translated Title	Play Title	Original Title	Production Title	Festival Title	CTDA Link	Creator	Author	Translator	Director	Producer	Photographer	Videographer	Theater Company	Theater Venue	Cast	Costume Designer	Set Designer	Poster Designer	Summary	Note	Subject	Genre	Publisher	Date Published	Date Created	Time Period	Geographic Subject	Geo Point	Geo Box	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Finding Aid	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Availability	Tape No.	Object ID	Digital ID	Upload ID	Full Text	Type	Format	Original Format	Tape Format	Date Digital	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Typescript, "Reyes…con visión"	Typescript, "Three wise men... with a vision"			Reyes…con visión																		Typescripts					1960-1980				4 pages	spa		University of Miami Libraries. Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 4					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5243000053																					2012-09-25	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5552	5552	5553.cpd	/theater/image/5553.cpd
Page 1																																																	chc5243000020	chc52430000200001001				image/tiff							52648492 Bytes	3349	5238	56999869	RGB	8	600	chc52430000200001001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5553	5553	5554.jp2	/theater/image/5554.jp2
Page 2																																																	chc5243000020	chc52430000200002001				image/tiff							51802600 Bytes	3311	5213	2538339273	RGB	8	600	chc52430000200002001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5554	5554	5555.jp2	/theater/image/5555.jp2
Page 3																																																	chc5243000020	chc52430000200003001				image/tiff							52967076 Bytes	3357	5257	1734923437	RGB	8	600	chc52430000200003001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5555	5555	5556.jp2	/theater/image/5556.jp2
Page 4																																																	chc5243000020	chc52430000200004001				image/tiff							52558948 Bytes	3342	5240	1195816024	RGB	8	600	chc52430000200004001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5556	5556	5557.jp2	/theater/image/5557.jp2
Page 5																																																	chc5243000020	chc52430000200005001				image/tiff							53424412 Bytes	3397	5240	1164057800	RGB	8	600	chc52430000200005001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5557	5557	5558.jp2	/theater/image/5558.jp2
Page 6																																																	chc5243000020	chc52430000200006001				image/tiff							106132676 Bytes	3366	5254	4277353240	RGB	16	600	chc52430000200006001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5558	5558	5559.jp2	/theater/image/5559.jp2
Page 7																																																	chc5243000020	chc52430000200007001				image/tiff							53223004 Bytes	3381	5245	3680304456	RGB	8	600	chc52430000200007001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5559	5559	5560.jp2	/theater/image/5560.jp2
Page 8																																																	chc5243000020	chc52430000200008001				image/tiff							105098932 Bytes	3337	5248	534885625	RGB	16	600	chc52430000200008001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5560	5560	5561.jp2	/theater/image/5561.jp2
Page 9																																																	chc5243000020	chc52430000200009001				image/tiff							53091040 Bytes	3381	5232	1680949815	RGB	8	600	chc52430000200009001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5561	5561	5562.jp2	/theater/image/5562.jp2
Page 10																																																	chc5243000020	chc52430000200010001				image/tiff							52432420 Bytes	3339	5232	2175845242	RGB	8	600	chc52430000200010001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5562	5562	5563.jp2	/theater/image/5563.jp2
Page 11																																																	chc5243000020	chc52430000200011001				image/tiff							51929864 Bytes	3312	5224	510820244	RGB	8	600	chc52430000200011001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5563	5563	5564.jp2	/theater/image/5564.jp2
Page 12																																																	chc5243000020	chc52430000200012001				image/tiff							52723028 Bytes	3355	5236	2058687991	RGB	8	600	chc52430000200012001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5564	5564	5565.jp2	/theater/image/5565.jp2
Page 13																																																	chc5243000020	chc52430000200013001				image/tiff							52756332 Bytes	3368	5219	22673997	RGB	8	600	chc52430000200013001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5565	5565	5566.jp2	/theater/image/5566.jp2
Page 14																																																	chc5243000020	chc52430000200014001				image/tiff							52688876 Bytes	3347	5245	3278965461	RGB	8	600	chc52430000200014001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5566	5566	5567.jp2	/theater/image/5567.jp2
Page 15																																																	chc5243000020	chc52430000200015001				image/tiff							52323872 Bytes	3343	5215	3341067626	RGB	8	600	chc52430000200015001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5567	5567	5568.jp2	/theater/image/5568.jp2
Page 16																																																	chc5243000020	chc52430000200016001				image/tiff							52032052 Bytes	3325	5214	1773490428	RGB	8	600	chc52430000200016001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5568	5568	5569.jp2	/theater/image/5569.jp2
Page 17																																																	chc5243000020	chc52430000200017001				image/tiff							52670272 Bytes	3351	5237	3672260834	RGB	8	600	chc52430000200017001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5569	5569	5570.jp2	/theater/image/5570.jp2
Page 18																																																	chc5243000020	chc52430000200018001				image/tiff							52796504 Bytes	3359	5237	1364975056	RGB	8	600	chc52430000200018001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5570	5570	5571.jp2	/theater/image/5571.jp2
Page 19																																																	chc5243000020	chc52430000200019001				image/tiff							52710964 Bytes	3360	5227	2780277951	RGB	8	600	chc52430000200019001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5571	5571	5572.jp2	/theater/image/5572.jp2
Page 20																																																	chc5243000020	chc52430000200020001				image/tiff							52874756 Bytes	3373	5223	700794938	RGB	8	600	chc52430000200020001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5572	5572	5573.jp2	/theater/image/5573.jp2
Page 21																																																	chc5243000020	chc52430000200021001				image/tiff							52440728 Bytes	3351	5214	3425484155	RGB	8	600	chc52430000200021001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5573	5573	5574.jp2	/theater/image/5574.jp2
Page 22																																																	chc5243000020	chc52430000200022001				image/tiff							51927164 Bytes	3310	5227	4125624127	RGB	8	600	chc52430000200022001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5574	5574	5575.jp2	/theater/image/5575.jp2
Page 23																																																	chc5243000020	chc52430000200023001				image/tiff							52153396 Bytes	3320	5234	2693876530	RGB	8	600	chc52430000200023001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5575	5575	5576.jp2	/theater/image/5576.jp2
Page 24																																																	chc5243000020	chc52430000200024001				image/tiff							53212700 Bytes	3392	5227	826896761	RGB	8	600	chc52430000200024001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5576	5576	5577.jp2	/theater/image/5577.jp2
Page 25																																																	chc5243000020	chc52430000200025001				image/tiff							53042456 Bytes	3374	5238	2039984487	RGB	8	600	chc52430000200025001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5577	5577	5578.jp2	/theater/image/5578.jp2
Page 26																																																	chc5243000020	chc52430000200026001				image/tiff							52910452 Bytes	3365	5239	1725645507	RGB	8	600	chc52430000200026001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5578	5578	5579.jp2	/theater/image/5579.jp2
Page 27																																																	chc5243000020	chc52430000200027001				image/tiff							52513424 Bytes	3341	5237	1492299348	RGB	8	600	chc52430000200027001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5579	5579	5580.jp2	/theater/image/5580.jp2
Page 28																																																	chc5243000020	chc52430000200028001				image/tiff							106755520 Bytes	3400	5232	2819912582	RGB	16	600	chc52430000200028001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5580	5580	5581.jp2	/theater/image/5581.jp2
Page 29																																																	chc5243000020	chc52430000200029001				image/tiff							52428876 Bytes	3342	5227	785229435	RGB	8	600	chc52430000200029001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5581	5581	5582.jp2	/theater/image/5582.jp2
Page 30																																																	chc5243000020	chc52430000200030001				image/tiff							52637900 Bytes	3365	5212	2233908047	RGB	8	600	chc52430000200030001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5582	5582	5583.jp2	/theater/image/5583.jp2
Page 31																																																	chc5243000020	chc52430000200031001				image/tiff							51867004 Bytes	3310	5221	3844827011	RGB	8	600	chc52430000200031001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5583	5583	5584.jp2	/theater/image/5584.jp2
Page 32																																																	chc5243000020	chc52430000200032001				image/tiff							52712992 Bytes	3355	5235	719917693	RGB	8	600	chc52430000200032001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5584	5584	5585.jp2	/theater/image/5585.jp2
Page 33																																																	chc5243000020	chc52430000200033001				image/tiff							53852840 Bytes	3399	5279	849954266	RGB	8	600	chc52430000200033001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5585	5585	5586.jp2	/theater/image/5586.jp2
Page 34																																																	chc5243000020	chc52430000200034001				image/tiff							53050828 Bytes	3372	5242	3911831225	RGB	8	600	chc52430000200034001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5586	5586	5587.jp2	/theater/image/5587.jp2
Page 35																																																	chc5243000020	chc52430000200035001				image/tiff							52356108 Bytes	3324	5248	1508818298	RGB	8	600	chc52430000200035001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5587	5587	5588.jp2	/theater/image/5588.jp2
Page 36																																																	chc5243000020	chc52430000200036001				image/tiff							53088084 Bytes	3397	5207	4248263429	RGB	8	600	chc52430000200036001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5588	5588	5589.jp2	/theater/image/5589.jp2
Page 37																																																	chc5243000020	chc52430000200037001				image/tiff							52420100 Bytes	3344	5223	4073743359	RGB	8	600	chc52430000200037001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5589	5589	5590.jp2	/theater/image/5590.jp2
Page 38																																																	chc5243000020	chc52430000200038001				image/tiff							53074204 Bytes	3376	5238	3052187241	RGB	8	600	chc52430000200038001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5590	5590	5591.jp2	/theater/image/5591.jp2
Page 39																																																	chc5243000020	chc52430000200039001				image/tiff							53188380 Bytes	3382	5240	2658851384	RGB	8	600	chc52430000200039001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5591	5591	5592.jp2	/theater/image/5592.jp2
Page 40																																																	chc5243000020	chc52430000200040001				image/tiff							53246652 Bytes	3387	5238	169723350	RGB	8	600	chc52430000200040001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5592	5592	5593.jp2	/theater/image/5593.jp2
Page 41																																																	chc5243000020	chc52430000200041001				image/tiff							51720900 Bytes	3300	5222	4068750318	RGB	8	600	chc52430000200041001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5593	5593	5594.jp2	/theater/image/5594.jp2
Page 42																																																	chc5243000020	chc52430000200042001				image/tiff							53236056 Bytes	3376	5254	2297144944	RGB	8	600	chc52430000200042001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5594	5594	5595.jp2	/theater/image/5595.jp2
Page 43																																																	chc5243000020	chc52430000200043001				image/tiff							52319316 Bytes	3328	5238	682473851	RGB	8	600	chc52430000200043001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5595	5595	5596.jp2	/theater/image/5596.jp2
Page 44																																																	chc5243000020	chc52430000200044001				image/tiff							53006476 Bytes	3384	5219	1339347997	RGB	8	600	chc52430000200044001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5596	5596	5597.jp2	/theater/image/5597.jp2
Page 45																																																	chc5243000020	chc52430000200045001				image/tiff							51524364 Bytes	3304	5196	2882951739	RGB	8	600	chc52430000200045001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5597	5597	5598.jp2	/theater/image/5598.jp2
Page 46																																																	chc5243000020	chc52430000200046001				image/tiff							52715208 Bytes	3352	5240	120826009	RGB	8	600	chc52430000200046001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5598	5598	5599.jp2	/theater/image/5599.jp2
Page 47																																																	chc5243000020	chc52430000200047001				image/tiff							52061256 Bytes	5215	3326	1233506063	RGB	8	600	chc52430000200047001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5599	5599	5600.jp2	/theater/image/5600.jp2
Page 48																																																	chc5243000020	chc52430000200048001				image/tiff							52730056 Bytes	3358	5232	1589422791	RGB	8	600	chc52430000200048001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5600	5600	5601.jp2	/theater/image/5601.jp2
Issue No. 2, "A.C.C.A."																					A.C.C.A.  Association of Critics and Commentators of the Arts, Inc.; Year 1. Issue 2	Periodicals				1976-04	1970-1980	Miami (Florida)			1 magazine	spa		University of Miami Libraries. Cuban Heritage Collection	Carlos Felipe and Rosa Felipe Papers	CHC5243		Box No. 2					mj			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5243000020																					2012-09-25	2012-09-25	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5601	5601	5602.cpd	/theater/image/5602.cpd
Page 1																																																	chc5243000022	chc52430000220001001				image/tiff							53976996 Bytes	3425	5251	2624005532	RGB	8	600	chc52430000220001001.tif		2012-01-04	2012-01-04	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5602	5602	5603.jp2	/theater/image/5603.jp2
Page 2																																																	chc5243000022	chc52430000220002001				image/tiff							53939240 Bytes	3441	5223	3199327760	RGB	8	600	chc52430000220002001.tif		2011-12-15	2011-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/theater/id/5603	5603	5604.jp2	/theater/image/5604.jp2
