Title	Translated Title	Photographer	Contributor	Summary	Note	Subject	Theme	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Aquifer and houses near Vento, Havana					Written on verso: "Near Vento"	Aquifers; Fortification -- Cuba; Havana (Cuba)		Photographs				Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 13; Folder Title: Havana (Province): Aquífero Vento.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005770001001	Image	image/tiff	Epson	Photoshop		255.49 KB	971	768	0x143E15F5		24 bit	600 dpi	50170005770001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1795	1795	1837.jpg	chc501710\50170005770001001.tif	/chc5017/image/1837.jpg
Citrus nursery in Consolación del Sur, Pinar del Río					Written on verso: "Used 1919." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Citrus fruit industry -- Cuba; Consolación del Sur (Pinar del Río, Cuba); Nurseries (Horticulture); Agricultural laborers -- Cuba		Photographs		1919	1910-1920	Pinar del Río (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 4; Folder Title: Citrus Fruit Industry, n.d., 1919.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000060001001	Image	image/tiff	Epson	Photoshop		497.993 KB	1023	714	0xB619434C		24 bit	600 dpi	50170000060001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1796	1796	1276.jpg	chc50178\50170000060001001.tif	/chc5017/image/1276.jpg
Catedral de La Habana, Cuba	Havana Cathedral, Cuba	Corral, Ramón			Written on recto: "Calle Empredado." Stamp on verso: "Ramon Corral, Fotógrafo. Animas 74 Habana Enero 1 1904."	Cathedrals -- Cuba; Churches -- Cuba -- Havana; Architecture, Baroque -- Cuba -- Havana; Havana (Cuba)		Photographs		1904	1900-1910	Havana (Cuba)	1 b&w photograph	spa		Cuban Heritage Collection, University of Miami Libraries.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 24; Folder Title: Churches, n.d., 1900s-1960s, 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001420001001	Image	image/tiff	Epson	Photoshop		294.698 KB	1023	721	0x69BD8768		24 bit	600 dpi	50170001420001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1797	1797	1406.jpg	chc50178\50170001420001001.tif	/chc5017/image/1406.jpg
Formal breaking of ground, Prado lot, for Sevilla-Biltmore addition					Written on verso: "Used 1923." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Construction; Breaking new ground; Ceremonies; Buildings -- Additions -- Design and construction; Hotels; Havana (Cuba)		Photographs		1923-01-20	1920-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 38; Folder Title: Hotels, 1910s-1920s, 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002400001001	Image	image/tiff	Epson	Photoshop		314.427 KB	1023	712	0x7212C0A6		24 bit	600 dpi	50170002400001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1798	1798	1503.jpg	chc50179\50170002400001001.tif	/chc5017/image/1503.jpg
Interior of the Spanish Club, Havana					Written on verso: "Club o sociedad del interior de la República."	Clubs; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 25; Folder Title: Clubs, 1920s-1930s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001590001001	Image	image/tiff	Epson	Photoshop		299.175 KB	967	768	0x9153E4CC		24 bit	600 dpi	50170001590001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1799	1799	1423.jpg	chc50178\50170001590001001.tif	/chc5017/image/1423.jpg
Man by pawpaw tree, Cuba					Written on verso: "Pawpaw" with other illegible notation. This image appeared in Munson Steamship Line's 'The Cuba Bulletin' in June 1904 with the following caption: "The Paw Paw Tree in Cuba, Showing the Immense Size Attained by the Fruit."	Trees -- Cuba; Pawpaw; Cuba		Photographs		1904-06	1900-1910	Cuba	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series I: Subject Files, n.d., 1890s-1990s (bulk dates 1900s-1930s).	Box No. 1; Folder No. 11; Folder Title: Plants, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170000920001001	Image	image/tiff	Epson	Photoshop		268.651 KB	553	768	0x640469E3		24 bit	600 dpi	50170000920001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1800	1800	1359.jpg	chc50178\50170000920001001.tif	/chc5017/image/1359.jpg
Main building at Cuban Experiment station, Santiago de las Vegas		Potter, C. F.			Written on verso: "Main building at Cuban Experiment station, Santiago de las Vegas. The building is in the form of a hollow square each side of which is equal in length to that shown in the picture. F. Potter"	Santiago de las Vegas, Cuba. Estación Central Agronómica; Agriculture research  -- Cuba; Santiago de las Vegas (Cuba); Havana (Cuba : Province);		Panoramic photographs			1900-1920	Havana (Cuba : Province)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 9; Folder Title: Santiago de las Vegas.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005540001001	Image	image/tiff	Epson	Photoshop		193.16 KB	1022	416	0x82671AFB		24 bit	600 dpi	50170005540001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1801	1801	1814.jpg	chc501710\50170005540001001.tif	/chc5017/image/1814.jpg
Havana Harbor					Written on verso: "Used 1920." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Harbors -- Cuba -- Havana; Waterfronts; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 36; Folder Title: Havana Harbor, n.d., 1900s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002210001001	Image	image/tiff	Epson	Photoshop		193.905 KB	1023	634	0xAA85B7D		24 bit	600 dpi	50170002210001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1802	1802	1484.jpg	chc50178\50170002210001001.tif	/chc5017/image/1484.jpg
Country Club, Havana, Cuba					Photograph of the American Photo Co., Havana. Written on verso: "Used July 1924." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Clubs -- Cuba -- Havana; Country clubs; Havana (Cuba)		Photographs		1924	1920-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 25; Folder Title: Clubs, 1920s-1930s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001570001001	Image	image/tiff	Epson	Photoshop		303.373 KB	944	768	0x91D1D1FF		24 bit	600 dpi	50170001570001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1803	1803	1421.jpg	chc50178\50170001570001001.tif	/chc5017/image/1421.jpg
Engineering Department, University of Havana					Embossed stamp on recto: "Library of Manuel R. Bustamante" (donor.) Written on verso: "Used Oct 1929."  Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Universidad de La Habana; Universities and colleges -- Cuba -- Havana; School facilities; Havana (Cuba)		Photographs		1929-10	1920-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 11; Folder Title: Universities and Colleges: Universidad de La Habana, 1908-1930, 1999.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170003420001001	Image	image/tiff	Epson	Photoshop		253.198 KB	969	768	0xF8E3E338		24 bit	600 dpi	50170003420001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1804	1804	1603.jpg	chc50179\50170003420001001.tif	/chc5017/image/1603.jpg
Morro Castle and Havana Harbor entrance						Castillo del Morro (Havana, Cuba); Fortification -- Cuba -- Havana; Harbors -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No.: 1; Folder No. 33; Folder Title: Forts and Fortifications: Castillo del Morro, n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002060001001	Image	image/tiff	Epson	Photoshop		256.319 KB	938	768	0x6305694F		24 bit	600 dpi	50170002060001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1805	1805	1469.jpg	chc50178\50170002060001001.tif	/chc5017/image/1469.jpg
La Atayala, Colony House						Dwellings -- Cuba; Colonists; Americans -- Cuba; Isla de la Juventud (Cuba);		Photographs			1900-1920	Isla de la Juventud (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 42; Folder Title: Isla de Pinos, n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004670001001	Image	image/tiff	Epson	Photoshop		293.205 KB	1022	724	0x9FA0FAAE		24 bit	600 dpi	50170004670001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1806	1806	1728.jpg	chc501710\50170004670001001.tif	/chc5017/image/1728.jpg
Fortaleza San Pedro de la Roca, Santiago de Cuba	San Pedro de la Roca Fortress, Santiago de Cuba				Written on verso: "Jan Cover, 1926." Probably used by the Munson Steamship Line in their publication, The Cuba Review.	Fortaleza San Pedro de la Roca (Santiago de Cuba, Cuba); Fortification -- Cuba; Santiago de Cuba (Cuba)		Photographs		1926-01	1920-1930	Santiago de Cuba (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 3; Folder No. 7; Folder Title: Santiago de Cuba: Castillo del Morro.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005440001001	Image	image/tiff	Epson	Photoshop		304.785 KB	965	768	0x4C4522E8		24 bit	600 dpi	50170005440001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1807	1807	1804.jpg	chc501710\50170005440001001.tif	/chc5017/image/1804.jpg
Iglesia de Santo Domingo en Guanabacoa, La Habana	Santo Domingo Church in Guanabacoa, Havana					Church buildings; Cathedrals; Guanabacoa (Havana, Cuba)		Photographs			1900-1920	Havana (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 36; Folder Title: Guanabacoa.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004490001001	Image	image/tiff	Epson	Photoshop		233.194 KB	966	768	0x2646C3FD		24 bit	600 dpi	50170004490001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1808	1808	1710.jpg	chc50179\50170004490001001.tif	/chc5017/image/1710.jpg
El Cristo, Santiago de Cuba					Written on front: "3017." Embossed stamp: "American Photo Studios, Havana, Cuba." Written on verso: "Jan Cover 1925." Probably used by the Munson Steamship Line in their publication, The Cuba Review. Photograph of the American Photo Co., Havana.	Roads -- Cuba; Mountains; Palms; El Cristo (Cuba); Santiago de Cuba (Cuba)		Landscape photographs		1925-01	1920-1930	Santiago de Cuba (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 18; Folder Title: Oriente (Province), n.d., 1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005960001001	Image	image/tiff	Epson	Photoshop		369.23 KB	978	768	0xBC7046C6		24 bit	600 dpi	50170005960001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1809	1809	1856.jpg	chc501710\50170005960001001.tif	/chc5017/image/1856.jpg
Cannons at San Carlos de la Cabaña Fortress, Havana						Fortaleza San Carlos de la Cabaña (Havana, Cuba); Fortification -- Cuba -- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 30; Folder Title: Forts and Fortifications: Castillo de la Cabaña,n.d., 1902-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001850001001	Image	image/tiff	Epson	Photoshop		301.215 KB	973	768	0x5A3D4A64		24 bit	600 dpi	50170001850001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1810	1810	1448.jpg	chc50178\50170001850001001.tif	/chc5017/image/1448.jpg
Camino de las Minas de Cobre de Pinar del Río	On the Road to Copper Mines in Pinar del Río	Gomez de la Carrera			Written on front: "Gomez de la Carrera, Fotógrafo"	Railroads -- Cuba; Mines and mineral resources -- Cuba; Copper mines and mining -- Cuba; Pinar del Río (Cuba : Province)		Photographs				Pinar del Río (Cuba)	1 b&w photograph	eng; spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 19; Folder Title: Pinar del Río (Province), n.d., 1910s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170006080001001	Image	image/tiff	Epson	Photoshop		226.657 KB	606	768	0x9BF1239C		24 bit	600 dpi	50170006080001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1811	1811	1868.jpg	chc501710\50170006080001001.tif	/chc5017/image/1868.jpg
House at Rosario Plantation, Havana Province						Dwellings -- Cuba -- Havana; Havana (Cuba : Province)		Photographs				Havana (Cuba : Province)	1 b&w photograph	eng		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series IV: Provinces, n.d., 1906-1920s.	Box No. 3; Folder No. 12; Folder Title: Havana (Province), n.d., 1910s-1920s.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170005600001001	Image	image/tiff	Epson	Photoshop		288.609 KB	1022	597	0x5913B769		24 bit	600 dpi	50170005600001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1812	1812	1820.jpg	chc501710\50170005600001001.tif	/chc5017/image/1820.jpg
Interior of Soledad Church, Camagüey					Interior of Iglesia Nuestra Señora de la Soledad, Camagüey.	Church buildings; Icons; Church decoration and ornament; Camagüey (Cuba)		Photographs			1900-1920	Camagüey (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series III: Cities and Towns, n.d., 1900s-1990 (bulk dates 1900s-1920s).	Box No. 2; Folder No. 22; Folder Title: Camagüey: Churches.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170004130001001	Image	image/tiff	Epson	Photoshop		203.059 KB	621	768	0xCFA86B3B		24 bit	600 dpi	50170004130001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1813	1813	1674.jpg	chc50179\50170004130001001.tif	/chc5017/image/1674.jpg
Bridge on United Railways of Havana						Railroad bridges; Bridges -- Cuba; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph			University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 1; Folder No. 20; Folder Title: Bridges.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170001270001001	Image	image/tiff	Epson	Photoshop		185.812 KB	591	768	0x8F7A2F31		24 bit	600 dpi	50170001270001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1814	1814	1393.jpg	chc50178\50170001270001001.tif	/chc5017/image/1393.jpg
Campo de Marte, later Plaza de la Fraternidad, Havana						Parks -- Cuba -- Havana; Palms -- Cuba-- Havana; Havana (Cuba)		Photographs			1910-1930	Havana (Cuba)	1 b&w photograph	spa		University of Miami Libraries. Cuban Heritage Collection.	Manuel R. Bustamante Photograph Collection.	CHC5017	Series II: Havana, n.d., 1900s-1999 (bulk dates 1910s-1930s).	Box No. 2; Folder No. 3; Folder Title: Parks, n.d., 1929-1931.	Bustamante, Manuel R.			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	chc50170002790001001	Image	image/tiff	Epson	Photoshop		236.545 KB	603	768	0xDC58EE4E		24 bit	600 dpi	50170002790001001.tif		2006-12-05	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5017/id/1816	1816	1542.jpg	chc50179\50170002790001001.tif	/chc5017/image/1542.jpg
