Title	Translated Title	Creator	Contributor	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Full Text	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 38																											asm0656000212						asm06560002120038001	image/tiff	61766240 Bytes	3701	5561	786065968	RGB	8	600	asm06560002120038001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1454	1454	1455.jp2	/asm0656/image/1455.jp2
Page 39																											asm0656000212						asm06560002120039001	image/tiff	68305320 Bytes	4003	5686	3136673981	RGB	8	600	asm06560002120039001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1455	1455	1456.jp2	/asm0656/image/1456.jp2
Page 40																											asm0656000212						asm06560002120040001	image/tiff	62619504 Bytes	3756	5555	1785378366	RGB	8	600	asm06560002120040001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1456	1456	1457.jp2	/asm0656/image/1457.jp2
Page 41																											asm0656000212						asm06560002120041001	image/tiff	66022188 Bytes	3895	5648	52127748	RGB	8	600	asm06560002120041001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1457	1457	1458.jp2	/asm0656/image/1458.jp2
Page 42																											asm0656000212						asm06560002120042001	image/tiff	62167416 Bytes	3750	5524	1553027690	RGB	8	600	asm06560002120042001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1458	1458	1459.jp2	/asm0656/image/1459.jp2
Page 43																											asm0656000212						asm06560002120043001	image/tiff	67191792 Bytes	3965	5647	589965038	RGB	8	600	asm06560002120043001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1459	1459	1460.jp2	/asm0656/image/1460.jp2
Page 44																											asm0656000212						asm06560002120044001	image/tiff	63201972 Bytes	3779	5573	423390773	RGB	8	600	asm06560002120044001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1460	1460	1461.jp2	/asm0656/image/1461.jp2
Page 45																											asm0656000212						asm06560002120045001	image/tiff	67019124 Bytes	3952	5651	3655312906	RGB	8	600	asm06560002120045001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1461	1461	1462.jp2	/asm0656/image/1462.jp2
Page 46																											asm0656000212						asm06560002120046001	image/tiff	62525432 Bytes	3756	5547	1825744759	RGB	8	600	asm06560002120046001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1462	1462	1463.jp2	/asm0656/image/1463.jp2
Page 47																											asm0656000212						asm06560002120047001	image/tiff	66663544 Bytes	3945	5631	3862395675	RGB	8	600	asm06560002120047001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1463	1463	1464.jp2	/asm0656/image/1464.jp2
Page 48																											asm0656000212						asm06560002120048001	image/tiff	62697604 Bytes	3788	5515	1675273892	RGB	8	600	asm06560002120048001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1464	1464	1465.jp2	/asm0656/image/1465.jp2
Page 49																											asm0656000212						asm06560002120049001	image/tiff	68458252 Bytes	4044	5641	1532016987	RGB	8	600	asm06560002120049001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1465	1465	1466.jp2	/asm0656/image/1466.jp2
Page 50																											asm0656000212						asm06560002120050001	image/tiff	62710856 Bytes	3767	5547	167359590	RGB	8	600	asm06560002120050001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1466	1466	1467.jp2	/asm0656/image/1467.jp2
Page 51																											asm0656000212						asm06560002120051001	image/tiff	66841852 Bytes	3952	5636	546023922	RGB	8	600	asm06560002120051001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1467	1467	1468.jp2	/asm0656/image/1468.jp2
Page 52																											asm0656000212						asm06560002120052001	image/tiff	62169084 Bytes	3740	5539	2286189299	RGB	8	600	asm06560002120052001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1468	1468	1469.jp2	/asm0656/image/1469.jp2
Page 53																											asm0656000212						asm06560002120053001	image/tiff	64739032 Bytes	3908	5520	4207350502	RGB	8	600	asm06560002120053001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1469	1469	1470.jp2	/asm0656/image/1470.jp2
Desegregation without turmoil: role of multi-racial community coalition in preparing for smooth transition					The National Center for Quality Integrated Education and the Community Relations Service of the U.S. Department of Justice convened in a national conference on Desegration Without Turmoil to discuss and analyze the nation's desegration efforts, May 19, 1976	Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Segregation	Documents; Pamphlets	National Conference of Christians and Jews, New York, New York		1960-1970	New York (New York)	1 booklet; 53 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 6; Folder Title: Community Relations Service: Staff Training; Folder Date: 1966						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000212	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1470	1470	1471.cpd	/asm0656/image/1471.cpd
Page 1																											asm0656000207						asm06560002070001001	image/tiff	95023624 Bytes	4931	6422	2284854792	RGB	8	600	asm06560002070001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1471	1471	1472.jp2	/asm0656/image/1472.jp2
Page 2																											asm0656000207						asm06560002070002001	image/tiff	96158908 Bytes	4976	6440	11944426	RGB	8	600	asm06560002070002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1472	1472	1473.jp2	/asm0656/image/1473.jp2
Page 3																											asm0656000207						asm06560002070003001	image/tiff	96697384 Bytes	4983	6467	1646683448	RGB	8	600	asm06560002070003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1473	1473	1474.jp2	/asm0656/image/1474.jp2
Page 4																											asm0656000207						asm06560002070004001	image/tiff	97774072 Bytes	5036	6470	3290514179	RGB	8	600	asm06560002070004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1474	1474	1475.jp2	/asm0656/image/1475.jp2
Page 5																											asm0656000207						asm06560002070005001	image/tiff	95958972 Bytes	4948	6463	2496909308	RGB	8	600	asm06560002070005001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1475	1475	1476.jp2	/asm0656/image/1476.jp2
Page 6																											asm0656000207						asm06560002070006001	image/tiff	96657376 Bytes	4961	6493	258356417	RGB	8	600	asm06560002070006001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1476	1476	1477.jp2	/asm0656/image/1477.jp2
Page 7																											asm0656000207						asm06560002070007001	image/tiff	96758408 Bytes	5003	6445	907541144	RGB	8	600	asm06560002070007001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1477	1477	1478.jp2	/asm0656/image/1478.jp2
Page 8																											asm0656000207						asm06560002070008001	image/tiff	96494660 Bytes	4971	6469	1938714268	RGB	8	600	asm06560002070008001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1478	1478	1479.jp2	/asm0656/image/1479.jp2
Page 9																											asm0656000207						asm06560002070009001	image/tiff	98890652 Bytes	4976	6623	4192752721	RGB	8	600	asm06560002070009001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1479	1479	1480.jp2	/asm0656/image/1480.jp2
Page 10																											asm0656000207						asm06560002070010001	image/tiff	98906608 Bytes	5004	6587	294889770	RGB	8	600	asm06560002070010001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1480	1480	1481.jp2	/asm0656/image/1481.jp2
Page 11																											asm0656000207						asm06560002070011001	image/tiff	95339720 Bytes	4980	6380	3937675939	RGB	8	600	asm06560002070011001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1481	1481	1482.jp2	/asm0656/image/1482.jp2
Page 12																											asm0656000207						asm06560002070012001	image/tiff	94770780 Bytes	4987	6333	1929833442	RGB	8	600	asm06560002070012001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1482	1482	1483.jp2	/asm0656/image/1483.jp2
Page 13																											asm0656000207						asm06560002070013001	image/tiff	98042472 Bytes	5029	6497	3667666604	RGB	8	600	asm06560002070013001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1483	1483	1484.jp2	/asm0656/image/1484.jp2
Page 14																											asm0656000207						asm06560002070014001	image/tiff	97182876 Bytes	4998	6480	300668426	RGB	8	600	asm06560002070014001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1484	1484	1485.jp2	/asm0656/image/1485.jp2
Ramsey Clark, Attorney General reported the Department of Justice intensified and expanded fight against crime in 1967, January 14, 1968						Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; United States. Department of Justice; Clark, Ramsey, 1927-	Press releases		1968-01-14	1960-1970	Washington (D.C.)	1 press release; 14 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 4; Folder Title: Community Relations Service: Press Releases/Clippings						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000207	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1485	1485	1486.cpd	/asm0656/image/1486.cpd
Page 1																											asm0656000293						asm06560002930001001	image/tiff	42706944 Bytes	2534	5615	2960302324	RGB	8	600	asm06560002930001001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1486	1486	1487.jp2	/asm0656/image/1487.jp2
Page 2																											asm0656000293						asm06560002930002001	image/tiff	42245956 Bytes	2504	5621	3051087304	RGB	8	600	asm06560002930002001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1487	1487	1488.jp2	/asm0656/image/1488.jp2
Page 3																											asm0656000293						asm06560002930003001	image/tiff	42753404 Bytes	2529	5632	397768083	RGB	8	600	asm06560002930003001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1488	1488	1489.jp2	/asm0656/image/1489.jp2
Page 4																											asm0656000293						asm06560002930004001	image/tiff	42623528 Bytes	2525	5624	3792375559	RGB	8	600	asm06560002930004001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1489	1489	1490.jp2	/asm0656/image/1490.jp2
Page 5																											asm0656000293						asm06560002930005001	image/tiff	42683836 Bytes	2525	5632	3216795875	RGB	8	600	asm06560002930005001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1490	1490	1491.jp2	/asm0656/image/1491.jp2
Page 6																											asm0656000293						asm06560002930006001	image/tiff	42542704 Bytes	2536	5589	35335395	RGB	8	600	asm06560002930006001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1491	1491	1492.jp2	/asm0656/image/1492.jp2
Page 7																											asm0656000293						asm06560002930007001	image/tiff	42094224 Bytes	2497	5616	542617445	RGB	8	600	asm06560002930007001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1492	1492	1493.jp2	/asm0656/image/1493.jp2
Page 8																											asm0656000293						asm06560002930008001	image/tiff	43236896 Bytes	2558	5631	1930999586	RGB	8	600	asm06560002930008001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1493	1493	1494.jp2	/asm0656/image/1494.jp2
Page 9																											asm0656000293						asm06560002930009001	image/tiff	42357448 Bytes	2520	5600	1576996881	RGB	8	600	asm06560002930009001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1494	1494	1495.jp2	/asm0656/image/1495.jp2
Page 10																											asm0656000293						asm06560002930010001	image/tiff	42411620 Bytes	2512	5625	3545138504	RGB	8	600	asm06560002930010001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1495	1495	1496.jp2	/asm0656/image/1496.jp2
Page 11																											asm0656000293						asm06560002930011001	image/tiff	42031016 Bytes	2497	5608	1964268350	RGB	8	600	asm06560002930011001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1496	1496	1497.jp2	/asm0656/image/1497.jp2
Page 12																											asm0656000293						asm06560002930012001	image/tiff	42999084 Bytes	2536	5649	2004915175	RGB	8	600	asm06560002930012001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1497	1497	1498.jp2	/asm0656/image/1498.jp2
Page 13																											asm0656000293						asm06560002930013001	image/tiff	42555804 Bytes	2521	5624	3255743615	RGB	8	600	asm06560002930013001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1498	1498	1499.jp2	/asm0656/image/1499.jp2
Page 14																											asm0656000293						asm06560002930014001	image/tiff	42673632 Bytes	2515	5653	2565073405	RGB	8	600	asm06560002930014001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1499	1499	1500.jp2	/asm0656/image/1500.jp2
Page 15																											asm0656000293						asm06560002930015001	image/tiff	42340156 Bytes	2515	5609	1734351240	RGB	8	600	asm06560002930015001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1500	1500	1501.jp2	/asm0656/image/1501.jp2
Page 16																											asm0656000293						asm06560002930016001	image/tiff	43158400 Bytes	2560	5617	2444031731	RGB	8	600	asm06560002930016001.tif		2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1501	1501	1502.jp2	/asm0656/image/1502.jp2
How to turn talk into action		Communty Relations Service. U.S. Department of Commerce			A guide for an effective commission on human relations	Samet, Seymour, 1912-; United States. Community Relations Service; Intergroup relations; Social action -- United States; Human rights -- United States; Civil rights -- United States -- History -- 20th century; United States -- Race relations; Community Relations Service. United States Department of Commerce	Pamphlets				Washington (D.C.)	1 pamphlet; 16 pages	eng		University of Miami Libraries. Special Collections.	Seymour Samet Papers	ASM0656	Series: II. Professional Papers; Sub-series: D. U.S. Dept. of Justice, Community Relations Service	Box No. 11; Folder No. 4; Folder Title: Community Relations Service: Press Releases/Clippings						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0656000293	Text	2012-10-28					image/tiff										2012-10-29	2012-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0656/id/1502	1502	1503.cpd	/asm0656/image/1503.cpd
