Title	Photographer	Summary	Note	Subject	Genre	Publisher	Date	Coverage	State	County	City	Place	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Copyright	Digital ID	Type	Format	Width	Height	Checksum	BitDepth	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Pancoast Hotel, Miami Beach, Fla.		Aerial view of the hotel at 29th and Collins Avenue.  "In 1923 Arthur Pancoast, John Collins' grandson, opened the Pancoast Hotel, an elegant landmark on the beach at 29th Street that was Miami Beach's first grand hotel to be built on the ocean." --City of Miami Beach		Pancoast Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture	Postcards	J. N. Chamberlain			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000970001001	Still Image	image/tiff	1023	668	0x7D31F218	24bit color	asm02990000970001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/845	845	690.jpg	/asm0299/image/690.jpg
The Jefferson Hotel - Pool and Beach - Miami Beach, Fla.		"Completely air conditioned. Directly on the Ocean corner 15th Street, Miami Beach 39, Florida. Private pool and beach at your door. Steam heated throughout - Coffee Shop and Beach Snack Bar - Spacious porch and patio - Television and card rooms - Centrally located - Convenient to restaurants, shops and theatres." --Caption on verso.	1684.	Jefferson Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture; Swimming pools; Suntan; Color in architecture	Postcards	Hannau Color Productions			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000940001001	Still Image	image/tiff	1022	692	0xBF895D9E	24bit color	asm02990000940001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/846	846	687.jpg	/asm0299/image/687.jpg
Strath-Haven Hotel, 407-11 Ocean Drive, Miami Beach, Florida		"Modern, fireproof. All outside rooms with bath and shower. Protected private beach reached by elevator direct from rooms. Beach chairs Life Guard, Hot and Cold showers. Solarium for sun bathing. Exquisite cuisine in beautiful Marine Dining Room 'Directly on the Ocean.' Admittedly the coolest spot in Greater Miami. Open year around." --Caption on verso.		Strath Haven Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture	Postcards				Florida	Miami-Dade county	Miami Beach			University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001510001001	Still Image	image/tiff	1022	677	0x2D1D0FF9	24bit color	asm02990001510001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/847	847	743.jpg	/asm0299/image/743.jpg
Fairchild Tropical Garden		Black-and-white photo of a lane in Fairchild Tropical Garden from the Semple Vine Collection.	Fairchild Tropical Botanic Garden was created by botanist David Fairchild and accountant Robert H. Montgomery, and was designed by landscape architect William Lyman Phillips.	Fairchild Tropical Botanic Garden; Botanical gardens; Tourist attractions	Postcards				Florida	Miami-Dade county	Coral Gables		1 b&w postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 1, Folder Title: Coconut Grove.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002220001001	Still Image	image/tiff	1022	687	0x82ECFD2B	24bit color	asm02990002220001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/848	848	811.jpg	/asm0299/image/811.jpg
The Ponce de Leon Hotel, Miami, Florida		View of the historic Ponce de Leon hotel at 231 East Flagler Street, Miami.	Inscription on verso. Postmark: Dec 19, 1932.	Ponce de Leon Hotel (Miami, Fla.); Hotels	Postcards	Lumitone		1930s	Florida	Miami-Dade county	Miami			University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002290001001	Still Image	image/tiff	509	768	0x5784EC73	24bit color	asm02990002290001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/849	849	818.jpg	/asm0299/image/818.jpg
Sightseeing at its best, Miami, Florida		Sightseers on the tour boat "Sunset" pass some tropical architecture and palms.	Inscription on verso. Postmark: Feb 13, 1946. 4B-H1156.	Tourism; Boats and boating; Sightseeing business	Postcards	Dade County Newsdealers Supply Co.; Curt Teich and Co.		1940s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001700001001	Still Image	image/tiff	1023	693	0xB21F79FC	24bit color	asm02990001700001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/850	850	762.jpg	/asm0299/image/762.jpg
Silver Bluff, near Miami, Florida		Stone walls surround these homes in Silver Bluff, which was annexed by the city of Miami in September, 1925. It takes its name from a limestone cliff.	Inscription on verso. Postmark: Mar 3, 1926.	Silver Bluff Estates (Miami, Fla.); Architecture, Domestic	Postcards	E. C. Kropp Co.		1920s	Florida	Miami-Dade county			1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001820001001	Still Image	image/tiff	1023	683	0x78388C92	24bit color	asm02990001820001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/851	851	774.jpg	/asm0299/image/774.jpg
The White Temple Methodist Church, Miami, Florida		"This beautiful church edifice, the White Temple Methodist Church, is located on the corner of 2nd Ave. and 3rd Street N.E., Miami."--Caption on verso.	On verso: Tichnor quality views. 72247. 399.	White Temple Methodist Church (Miami, Fla.); Church buildings	Postcards	Harrison Photo Laboratories; Tichnor Bros., Inc.			Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000200001001	Still Image	image/tiff	1022	669	0xD0658622	24bit color	asm02990000200001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/852	852	613.jpg	/asm0299/image/613.jpg
Barbizon Apartment Hotel, Miami Beach, Florida, overlooking Ocean		"On your next visit to Miami Beach live at the Barbizon Apartment Hotel. Smart - Distinct - New. Ocean Drive at 6th Street. Modernistic - every appointment to make your stay a happy one - Spacious lobby - Tropical landscaped patio - Veranda, overlooking the blue Atlantic - Elevator to solarium - Complete hotel service - Moderate rates - Day - Week or season." --Caption on verso.	Automobiles are parked in front of the Barbizon, which was designed in 1937 by architect Henry Hohauser and located directly across from Lummus Park and the beach. Inscription on verso. Postmark: Dec. 1937.  7A-H3379.	Barbizon Apartment Hotel (Miami Beach, Fla.); Hotels; Apartment houses; Art deco (Architecture); Seaside resorts; Art Deco Historic District (Miami Beach, Fla.)	Postcards	Curt Teich and Co.		1930s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000420001001	Still Image	image/tiff	1023	679	0xD2F7F217	24bit color	asm02990000420001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/853	853	635.jpg	/asm0299/image/635.jpg
Orange Bowl		"The City of Miami Orange Bowl Stadium is a concrete and steel monument to the city's fame as a football capital. Seating more than 80,000 the stadium is the home to the Miami Dolphins, Orange Bowl Classic, University of Miami and many other games." --Caption on verso.	74-27.	Orange Bowl Stadium (Miami, Fla.); Tourist attractions; Skylines	Postcards;Aerial views;Cityscapes	Gulf Stream Card Co., Inc.			Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001850001001	Still Image	image/tiff	1023	681	0x96899CB5	24bit color	asm02990001850001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/854	854	777.jpg	/asm0299/image/777.jpg
Warm greetings, Miami Beach, Fla.		Humorous card comparing visitors enjoying Florida's sunny beaches with those shoveling snow in the North.	On verso: D. C. 52. 9A-H1682.	Suntan; Beaches; Bathing suits; City promotion; Humor in advertising; Women in advertising	Postcards	Gulf Stream Card and Distributing Co.; Curt Teich and Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002570001001	Still Image	image/tiff	1023	657	0x5F48F380	24bit color	asm02990002570001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/855	855	846.jpg	/asm0299/image/846.jpg
Riviera Plaza		"The Riviera Plaza, one of the largest and most beautiful Hotel Apartments at Miami Beach, located near the Roney Plaza Casino and the Ocean, across the street from Miami Beach Golf Club House, catering only to the highest class winter tourist, offers you the utmost in service, comfort, and convenience either by the season or transiently. Descriptive circular and floor plan upon enquiry." --Caption on verso.		Riviera Plaza Hotel (Miami Beach, Fla.); Mediterranean Revival; Hotels; Apartment houses; Color in architecture	Postcards	E. C. Kropp Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002690001001	Still Image	image/tiff	1022	662	0x1467CF72	24bit color	asm02990002690001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/856	856	858.jpg	/asm0299/image/858.jpg
Coral Reef Hotel, Collins Avenue, Miami Beach, Florida		The Coral Reef Hotel, with cars parked in the street and the Patrician Hotel behind it. Located at Collins Avenue and 36th Street (approx.).	Inscription on verso. Postmark: Sep 1945.	Coral Reef Hotel (Miami Beach, Fla.); Hotels; Nineteen forties; Automobiles	Postcards			1940s	Florida	Miami-Dade county	Miami Beach		1 b&w postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990000630001001	Still Image	image/tiff	1023	679	0xC50759A8	24bit color	asm02990000630001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/857	857	656.jpg	/asm0299/image/656.jpg
Bayfront Park showing the Columbus, Miami, Colonial Exchange and Everglades Hotels, Miami, Florida		Hotels tower over the tropical foliage.	Postmark: Feb 19, 1947. D39.	Bayfront Park (Miami, Fla.); Columbus Hotel (Miami, Fla.); Miami Hotel (Miami, Fla.); Colonial Exchange Hotel (Miami Beach, Fla.); Everglades Hotel (Miami, Fla.); Hotels; Color in architecture; Parks; Tourist attractions	Postcards	Dade County Newsdealers Supply Co.		1940s	Florida	Miami-Dade county	Miami		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  II Florida, A-Z (except Miami Beach)	Box No.: 3, Folder Title: Miami.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001710001001	Still Image	image/tiff	1023	693	0x3F889EC	24bit color	asm02990001710001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/858	858	763.jpg	/asm0299/image/763.jpg
The Sans Souci		"The Sans Souci, an entire block on the ocean, 31st to 32nd Sts., Miami Beach, Florida. Unsurpassed for flawless service and elegant appointments ... for its beautiful pool and cabanas ... exquisite cuisine ... fabulous music and entertainment." --Caption on verso.	The Sans Souci Hotel was built by Roy France and modified by Morris Lapidus. It is characteristic of the Postwar Modern style.	Sans Souci Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture	Postcards;Aerial views	Curt Teich and Co.			Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001360001001	Still Image	image/tiff	1023	673	0x7E04FA1	24bit color	asm02990001360001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/859	859	728.jpg	/asm0299/image/728.jpg
Euclid Apartments, Euclid Ave. and 8th St., Miami Beach, Florida		Front and side view of the Euclid Apartments.	"1927 - Season - 1928. Nov. 1st to May 1st. $330 to $630 averaging $55 to $105 per month. Location: Central to all Beach activities. Four blocks from Ocean. Four blocks from stores. One block from several transportation lines to all points in Miami or Miami Beach with 10¢ fare. A refined Apartment House in a quiet neighborhood, yet conveniently located. Gentiles only. For information address Geo. S. Spencer, Mgr." --Caption on verso. Postmark: Nov 14, 1927.	Euclid Apartments (Miami Beach, Fla.); Apartment houses	Postcards	J. N. Chamberlain		1920s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990002450001001	Still Image	image/tiff	1023	629	0xCD12DFAD	24bit color	asm02990002450001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/860	860	834.jpg	/asm0299/image/834.jpg
The White House Hotel on the Ocean at Fifteenth Street, Miami Beach, Florida		"The White House on the Ocean at 15th Street, Miami Beach, Florida. New colonial hotel with 300 feet of private beach - Running salt water in every room - Private swimming pool - Cabanas - Solarium - Colonial dining room and terraces for dining and dancing overlooking Ocean - Cocktail Lounge - Tropical gardens - Recreation rooms - Open all year." --Caption on verso.	Built in the 1930s or 1940s in the faux federalist style. Inscription on verso, dated Aug 26, 1948. 12,797.	White House Hotel (Miami Beach, Fla.); Hotels; Seaside resorts; Seaside architecture; Streets	Postcards	Colourpicture Publishers, Inc.		1940s	Florida	Miami-Dade county	Miami Beach		1 color postcard	University of Miami.  Special Collections Division.	Florida Postcard Collection	ASM0299	Series:  III Miami Beach	Box No.: 9, Folder Title: Miami Beach -- Hotels.	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm02990001600001001	Still Image	image/tiff	1022	670	0x3AD734D4	24bit color	asm02990001600001001.tif		2006-11-10	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0299/id/861	861	752.jpg	/asm0299/image/752.jpg
